"Gene","Module"
"COL4A2","cyan"
"TMEM123","black"
"NUDT3","magenta"
"ARFGAP2","tan"
"GPR107","grey"
"COL4A1","cyan"
"XPO6","blue"
"AHNAK","brown"
"TOP2B","red"
"SMARCE1","midnightblue"
"HLA-DPA1","green"
"NPIPB3","pink"
"SUGP2","pink"
"SZRD1","blue"
"UBXN4","red"
"STIP1","blue"
"CDV3","black"
"PXDN","cyan"
"FAM168B","grey"
"RSL1D1","purple"
"MKI67","yellow"
"FLII","blue"
"EXOC7","grey"
"RBM25","midnightblue"
"PTOV1","blue"
"VDAC1","blue"
"ATP6V0D1","purple"
"MAPK3","tan"
"RNF167","tan"
"YARS1","grey"
"WIPF2","brown"
"PDXDC1","magenta"
"TPGS2","grey"
"GSE1","brown"
"U2SURP","yellow"
"TRPC4AP","blue"
"ATP9A","grey"
"C1R","greenyellow"
"PRRC2B","blue"
"KMT2A","pink"
"MYL6","brown"
"TEX261","blue"
"SLC25A6","blue"
"ERAL1","blue"
"PMPCA","blue"
"GRINA","blue"
"COL6A1","cyan"
"PEG10","yellow"
"MTUS1","grey"
"RHOB","grey"
"KPNA6","blue"
"RBFOX2","grey"
"FAF2","grey"
"JPT2","grey"
"SLC39A14","yellow"
"STX12","black"
"ATXN7L3B","grey"
"RHOQ","magenta"
"TCTN3","grey"
"ZMIZ1","grey"
"RANGAP1","blue"
"NIPA2","purple"
"LSM14A","red"
"PHLDB1","turquoise"
"PDS5A","red"
"GCN1","grey"
"MCM4","yellow"
"SUN2","greenyellow"
"MRPS27","purple"
"PLEKHM2","blue"
"SMG5","grey"
"EFR3A","red"
"POGZ","pink"
"SDC2","cyan"
"RNF187","grey"
"VPS39","brown"
"XPOT","yellow"
"KIDINS220","red"
"TMEM183A","grey"
"RBM12","yellow"
"FKBP9","grey"
"PNISR","red"
"MT2A","blue"
"ACACA","grey"
"KCTD12","greenyellow"
"COG4","grey"
"SERPINE2","magenta"
"TM9SF4","blue"
"MPRIP","grey"
"MRFAP1L1","black"
"ANKLE2","grey"
"TMEM87A","brown"
"IFITM3","green"
"MED13L","pink"
"INTS1","blue"
"ANKRD17","yellow"
"OPA1","red"
"PREPL","yellow"
"FASN","blue"
"PSME4","red"
"ALDH1A1","green"
"COQ9","blue"
"FBXO21","grey"
"FNBP4","red"
"MAP1B","grey"
"ASXL1","grey"
"PLXND1","green"
"PIK3R1","grey"
"POLR2M","yellow"
"TUBA4A","brown"
"MCFD2","black"
"NUP205","yellow"
"MTDH","yellow"
"GIGYF2","blue"
"QKI","red"
"WAPL","red"
"SERPINB1","green"
"MCM3AP","turquoise"
"LPIN1","pink"
"SRCAP","turquoise"
"MTMR4","yellow"
"TMEM97","grey"
"AGRN","blue"
"ANKRD12","red"
"SUZ12","yellow"
"FNBP1","green"
"HIPK1","black"
"GNG12","black"
"PSMD14","yellow"
"ATP13A3","yellow"
"NEK9","grey"
"TXLNA","blue"
"RTF1","black"
"MIA3","grey"
"CLASP2","red"
"SEL1L3","green"
"CHMP7","grey"
"NUP210","green"
"TNPO3","magenta"
"SGSM2","pink"
"VPS13D","brown"
"LIMCH1","brown"
"SCAP","tan"
"RBL2","black"
"FAM98A","black"
"EPB41L1","turquoise"
"TUG1","pink"
"MYO1D","blue"
"YIPF6","yellow"
"SULF1","green"
"CREB3L2","grey"
"KDM1A","blue"
"TBC1D1","green"
"EIF2B5","brown"
"KHNYN","brown"
"FAM168A","grey"
"CLIP3","turquoise"
"ZSWIM8","tan"
"AMPD2","pink"
"MYO1B","yellow"
"ZNF292","red"
"FEM1B","grey"
"ZNF384","turquoise"
"WASHC2A","grey"
"DESI2","yellow"
"MYH10","grey"
"EP400","turquoise"
"CMTR1","blue"
"USP24","red"
"SBF1","blue"
"EMC1","grey"
"VGLL4","grey"
"EEIG1","grey"
"UBE3B","turquoise"
"PCMTD2","red"
"TOR1AIP1","purple"
"MICU2","black"
"IMP4","blue"
"SEPTIN6","green"
"ELF1","blue"
"ZCCHC24","cyan"
"KIAA0930","brown"
"PDCD11","blue"
"ECPAS","red"
"RBM38","green"
"HMGXB3","turquoise"
"GRPEL1","purple"
"CENPB","blue"
"SNRNP27","black"
"IP6K1","blue"
"KIAA0232","red"
"CERS6","grey"
"NBEAL2","brown"
"NEDD4L","magenta"
"KBTBD2","red"
"SECISBP2L","yellow"
"KIFBP","purple"
"YTHDC1","red"
"CLUH","brown"
"SPRED2","yellow"
"SUCLG2","black"
"SPTSSA","black"
"SETD3","brown"
"DNAJC13","yellow"
"AVL9","red"
"ACAP2","black"
"RMND5A","grey"
"SPECC1L","red"
"FAM89B","blue"
"GPATCH8","red"
"KDM4B","grey"
"SETD2","pink"
"TNS2","grey"
"MAPK1IP1L","purple"
"ADO","yellow"
"CEBPB","brown"
"DIP2C","grey"
"MAU2","turquoise"
"TMEM131","black"
"MOAP1","grey"
"MXRA7","grey"
"GPD1L","red"
"CARM1","blue"
"USP33","red"
"ARAP1","green"
"PIP5K1C","blue"
"UBE2E1","black"
"PDE8A","red"
"SPIDR","brown"
"SPART","black"
"DESI1","grey"
"LSM12","blue"
"NEK7","black"
"LCN2","brown"
"WEE1","red"
"ATP11B","red"
"DOCK9","brown"
"CDC34","blue"
"PHIP","red"
"CRYBG1","brown"
"ZNHIT3","purple"
"ZHX3","brown"
"FRYL","red"
"CAP2","grey"
"RPRD2","pink"
"PRKAR1B","grey"
"SCRIB","magenta"
"ZNF451","red"
"SPRY1","grey"
"DENND5A","grey"
"BOP1","blue"
"KCTD2","turquoise"
"STK38L","pink"
"SMCHD1","red"
"ENDOD1","grey"
"CHD8","blue"
"TMEM259","blue"
"MGRN1","magenta"
"GAPDH","blue"
"OSBPL8","red"
"AQR","red"
"RBM34","yellow"
"JCHAIN","green"
"HMGXB4","red"
"WDFY3","greenyellow"
"AUTS2","brown"
"MRPS31","midnightblue"
"AKT3","midnightblue"
"DTX4","green"
"RCOR1","black"
"ARID5B","grey"
"CHD9","red"
"ZNF609","blue"
"NEMP1","yellow"
"TMEM41B","black"
"CHN1","grey"
"STX10","blue"
"EXOSC7","brown"
"EXOC3","brown"
"UFL1","red"
"WWP1","red"
"HACD2","black"
"HIVEP2","greenyellow"
"RFTN1","green"
"RRAS","greenyellow"
"DHX29","red"
"EHBP1","yellow"
"RHOBTB1","yellow"
"ZCCHC14","magenta"
"TSFM","grey"
"IL1RN","brown"
"LHFPL2","yellow"
"PVR","turquoise"
"FKBP15","green"
"TUBB4A","magenta"
"TIPARP","brown"
"SMURF1","blue"
"ELN","brown"
"METAP1","red"
"TBL2","yellow"
"PPP1R14B","blue"
"LMF2","blue"
"SLC25A44","magenta"
"ZNF3","grey"
"PPM1H","magenta"
"PIK3CB","grey"
"KDM3A","red"
"DDHD2","red"
"NUP188","tan"
"LRBA","brown"
"MDN1","pink"
"PCCB","blue"
"CRY2","brown"
"RNF4","purple"
"RETREG3","tan"
"SEPTIN10","black"
"SCAMP5","grey"
"PLEKHM1","brown"
"TLN2","turquoise"
"TUT4","pink"
"PNPLA2","turquoise"
"MSL1","grey"
"NUP160","red"
"CAMSAP1","grey"
"MFAP4","brown"
"LARP4","yellow"
"MICAL3","magenta"
"SREK1","red"
"JMJD6","grey"
"RND3","brown"
"SYNM","turquoise"
"ANKRD46","red"
"RUBCN","turquoise"
"BMERB1","brown"
"ARHGAP19","red"
"NME4","magenta"
"PIK3R4","red"
"RNF115","grey"
"RCHY1","black"
"BBS4","magenta"
"ANKS1A","magenta"
"MRTFA","turquoise"
"PPP1R16B","green"
"CLASP1","grey"
"MON2","pink"
"UBR2","red"
"TCF7L2","brown"
"CAMSAP2","midnightblue"
"MTG1","grey"
"OLFM4","grey"
"FAM171A1","brown"
"OBSL1","blue"
"SOS1","pink"
"PACS2","tan"
"BLTP1","pink"
"POLR2J","blue"
"CIC","blue"
"LARP7","red"
"CLEC16A","blue"
"YLPM1","grey"
"FTL","green"
"NCAPD3","yellow"
"C1orf216","magenta"
"DPY19L1","yellow"
"DAAM2","magenta"
"WASHC4","midnightblue"
"TBC1D2B","grey"
"SORT1","magenta"
"ANKMY2","black"
"STX6","red"
"CIT","yellow"
"GAPVD1","pink"
"NAB2","blue"
"PRUNE2","grey"
"NFATC2IP","pink"
"SERINC5","black"
"JAM3","grey"
"AHCYL2","magenta"
"ASCC3","black"
"CBS","grey"
"ASB1","pink"
"DMXL2","yellow"
"PLEKHG3","turquoise"
"HEG1","greenyellow"
"FUBP3","black"
"PAXIP1","yellow"
"MEGF9","grey"
"CKAP5","yellow"
"SLC25A46","black"
"ABRAXAS2","red"
"POLD3","red"
"DNMBP","brown"
"UBXN7","red"
"PPFIBP2","brown"
"RRP1B","yellow"
"SAMD4A","grey"
"AOPEP","brown"
"AXIN1","blue"
"LRP4","brown"
"DCUN1D4","red"
"NBPF1","pink"
"GRAMD4","grey"
"SUB1","black"
"PAQR4","blue"
"MT1E","grey"
"ZDHHC18","green"
"SLC61A1","tan"
"CDS2","magenta"
"COL14A1","turquoise"
"R3HCC1","tan"
"MAPKAPK5","purple"
"ARHGAP45","green"
"C2CD2","brown"
"KLC1","blue"
"PIAS4","grey"
"WDR7","red"
"MPHOSPH10","red"
"CCDC69","greenyellow"
"GADD45GIP1","blue"
"SLC38A10","blue"
"ZNF282","blue"
"ZZZ3","red"
"SUPV3L1","red"
"ABR","blue"
"MTREX","red"
"TTI1","yellow"
"SEC24A","red"
"CSTF2T","grey"
"LRRC47","grey"
"GRAMD1B","turquoise"
"SLC30A1","brown"
"DNAJC16","grey"
"LYPD1","purple"
"THAP11","grey"
"SAPCD1","pink"
"CBX7","brown"
"PDZRN3","grey"
"PHF8","pink"
"DCP2","red"
"SMYD2","yellow"
"PXDC1","grey"
"MISP","turquoise"
"SMC5","red"
"TSPYL4","grey"
"TCF20","turquoise"
"RAB3GAP1","pink"
"UBXN2B","yellow"
"MCF2L","grey"
"ARB2A","red"
"CEMIP","grey"
"C2CD5","red"
"SLC5A3","pink"
"MGA","red"
"VWA8","red"
"SLC9A8","blue"
"CAMTA2","turquoise"
"NCAPH","yellow"
"ADGRF5","greenyellow"
"DYRK4","magenta"
"POLR2I","blue"
"TBC1D9","green"
"LINC01278","turquoise"
"GNPTAB","yellow"
"EOLA2","blue"
"SYDE1","turquoise"
"HIC2","turquoise"
"RFNG","blue"
"APBB2","turquoise"
"RPIA","red"
"DENND3","green"
"LRRC8B","red"
"ACKR3","brown"
"ZDHHC17","red"
"HRAS","tan"
"TLK2","yellow"
"SGMS1","brown"
"AHNAK2","brown"
"NACC2","blue"
"THOC2","midnightblue"
"MORC3","red"
"ANGPTL2","brown"
"KANK1","grey"
"FANCI","yellow"
"TRIM37","yellow"
"CAVIN3","blue"
"NEDD4","grey"
"MAPK8IP1","turquoise"
"BBX","yellow"
"ABHD3","red"
"RANBP6","red"
"UTRN","grey"
"TMF1","red"
"WDR73","turquoise"
"ANKRD28","yellow"
"RNF19B","purple"
"ARHGEF18","grey"
"NPTXR","turquoise"
"MED24","blue"
"ROCK1","black"
"MAST3","green"
"RALGAPA1","pink"
"COBL","brown"
"ZC3HAV1","grey"
"HAUS5","turquoise"
"FRMD4B","grey"
"ATPAF2","tan"
"TTC28","red"
"CREB3L1","turquoise"
"CHI3L2","brown"
"NTAN1","grey"
"ZFC3H1","pink"
"RUSC2","turquoise"
"PIK3C2A","red"
"ZFTRAF1","brown"
"ZFYVE26","pink"
"OLFML2A","brown"
"ITPKC","brown"
"LPCAT4","turquoise"
"TSR2","blue"
"ZBTB22","grey"
"SLC35D2","yellow"
"WWC1","brown"
"DNAJC9","yellow"
"ADGRG6","grey"
"TMCC2","magenta"
"DNAJC2","red"
"CNOT9","turquoise"
"ANGEL1","turquoise"
"UNC5B","turquoise"
"STARD13","red"
"TSR3","blue"
"COL4A5","brown"
"PIKFYVE","red"
"ATG4A","green"
"KLHL9","red"
"BLTP3B","red"
"SLC36A1","grey"
"TSPYL5","turquoise"
"MFAP3","pink"
"ZNF473","grey"
"OLFML2B","cyan"
"MED8","brown"
"GCSH","purple"
"MCAT","blue"
"ARID5A","green"
"SNAI2","grey"
"SS18L1","red"
"PSKH1","blue"
"GSAP","red"
"C2orf72","turquoise"
"FBXL14","purple"
"KDM6B","tan"
"HOXA10","grey"
"SEPTIN7","yellow"
"SRSF8","grey"
"SETD1B","turquoise"
"WSCD1","turquoise"
"PCNX1","pink"
"DOCK2","green"
"MZT2A","blue"
"SP3","red"
"GPX7","grey"
"TTC9","turquoise"
"MAPK8IP3","turquoise"
"CDKN1C","grey"
"SENP5","turquoise"
"KATNIP","turquoise"
"RIOX2","black"
"COG7","blue"
"TICAM1","grey"
"THAP3","turquoise"
"ROBO1","brown"
"LYRM9","brown"
"ZNF629","turquoise"
"ASTN1","turquoise"
"C2CD3","pink"
"SYP","turquoise"
"TNNT1","brown"
"SETD1A","grey"
"SNAPC5","magenta"
"CUL9","pink"
"RAD54L2","grey"
"BICRAL","red"
"TAF6L","turquoise"
"GOLGA6L5P","red"
"DIDO1","turquoise"
"OTUD3","pink"
"ADCY2","grey"
"ZSCAN26","red"
"BBIP1","red"
"SIK2","brown"
"PDE8B","turquoise"
"CDR2L","grey"
"DMWD","turquoise"
"FAM234B","brown"
"KNOP1","blue"
"SASH1","grey"
"ATP10D","greenyellow"
"PIBF1","yellow"
"KRT4","turquoise"
"CEP170B","tan"
"VPS13B","red"
"SCAMP4","blue"
"ADCY1","grey"
"LYSET","purple"
"SVEP1","turquoise"
"LOC730101","red"
"FBXL7","grey"
"TNRC6B","grey"
"MARCHF3","brown"
"SARM1","turquoise"
"FOXC1","brown"
"TRANK1","green"
"SACS","yellow"
"PGA5","turquoise"
"DOP1A","brown"
"CAMTA1","grey"
"ZNF248","pink"
"LDAF1","grey"
"TENM4","turquoise"
"DHRS1","brown"
"RAP1GAP2","brown"
"APOOL","black"
"SALL2","turquoise"
"CDC50B","brown"
"MBOAT2","brown"
"SNX13","grey"
"TRIM22","green"
"CYLD","green"
"RMND5B","turquoise"
"ZBTB7A","brown"
"ATG2A","brown"
"PFAS","yellow"
"TOGARAM1","red"
"SHANK2","turquoise"
"PLCL2","green"
"AGO2","red"
"TCF25","blue"
"SMIM8","pink"
"GPR21","pink"
"EOLA1","blue"
"JCAD","brown"
"CLIC5","turquoise"
"PRMT3","yellow"
"OARD1","black"
"SRC","blue"
"NECTIN3","grey"
"USP12","grey"
"SRGAP2","grey"
"TMEM158","blue"
"GFOD3P","turquoise"
"FEM1C","black"
"YAP1","grey"
"GDPD5","turquoise"
"TEX30","yellow"
"TMCC1","brown"
"ABCA5","pink"
"GTF2H5","grey"
"MTCL1","turquoise"
"TDRD7","magenta"
"CA5BP1","grey"
"ERI2","red"
"LOC155060","pink"
"PPFIA3","brown"
"CDHR1","brown"
"SFMBT1","pink"
"LDB3","turquoise"
"PAQR3","red"
"RPS12","salmon"
"COQ2","black"
"VSTM4","brown"
"MST1L","turquoise"
"PLCB3","turquoise"
"PGAP4","turquoise"
"ATAD2B","red"
"ZC3H4","grey"
"DPY19L4","yellow"
"IQCK","turquoise"
"SLC67A2","turquoise"
"MAPKBP1","brown"
"MLC1","grey"
"SDR39U1","turquoise"
"ZNF787","blue"
"RAB22A","black"
"PHLPP2","turquoise"
"PI4KAP1","grey"
"TJP3","brown"
"STON1","red"
"CLIC2","greenyellow"
"DHX57","grey"
"MXRA8","brown"
"MATCAP2","red"
"RPP40","yellow"
"BICC1","turquoise"
"SFI1","pink"
"MUC5B","turquoise"
"SATB2","red"
"NFASC","turquoise"
"SPDEF","turquoise"
"ZNF862","turquoise"
"ZC3H3","turquoise"
"IPW","pink"
"POP1","turquoise"
"ZNF184","red"
"CENPS","yellow"
"FAM114A1","black"
"SOSTDC1","brown"
"MFHAS1","blue"
"FAM149B1","grey"
"NSUN5P1","midnightblue"
"SHC2","tan"
"RAB40C","turquoise"
"RND2","turquoise"
"ERCC2","blue"
"PGAP1","pink"
"NPHP4","turquoise"
"KCTD7","magenta"
"ITGAL","green"
"KAZN","magenta"
"NPTX2","grey"
"DOCK3","turquoise"
"PPWD1","red"
"ABCC10","turquoise"
"COPG2IT1","turquoise"
"SNED1","turquoise"
"COL2A1","grey"
"PLPPR4","grey"
"ABTB2","grey"
"CLCN2","turquoise"
"GUSBP11","green"
"USP32P2","red"
"MTMR1","brown"
"CLBA1","pink"
"RECQL4","blue"
"CCNE1","yellow"
"G0S2","greenyellow"
"LIN37","grey"
"ZNF688","blue"
"METTL18","red"
"CD3D","green"
"HSD17B8","brown"
"ZNF710","turquoise"
"DKFZP586I1420","pink"
"CAND2","grey"
"PDZD8","black"
"GLCE","yellow"
"RWDD2A","grey"
"PINLYP","brown"
"CDK12","turquoise"
"ZNF467","greenyellow"
"MCM9","turquoise"
"RNASE6","green"
"OSR2","brown"
"VASH1-AS1","turquoise"
"ATP11A","blue"
"ATP6V0E2","magenta"
"QTGAL","brown"
"APLNR","greenyellow"
"OIP5","yellow"
"SIPA1L3","brown"
"SRRD","blue"
"KLHL23","red"
"AQP5","brown"
"ARAP2","brown"
"COL9A2","turquoise"
"KIF3A","yellow"
"SMPDL3A","brown"
"ZKSCAN4","grey"
"CBR4","red"
"MT1F","grey"
"NACAD","grey"
"DHODH","pink"
"SH3BP1","brown"
"TRMU","grey"
"PHF24","turquoise"
"PHACTR1","magenta"
"ZNF500","pink"
"INPP5B","pink"
"CEP112","turquoise"
"DNA2","red"
"INPP5J","turquoise"
"TAF5L","turquoise"
"ZNF75D","turquoise"
"TOP3B","blue"
"PAMR1","brown"
"RETREG1","grey"
"TMEM265","brown"
"FCHO1","grey"
"NENF","turquoise"
"IGHD","green"
"PARVA","grey"
"TMEM151B","turquoise"
"PMS1","red"
"IFT70A","red"
"NUP50","black"
"ELOA-AS1","grey"
"VPS13A","pink"
"RPL35A","salmon"
"DIPK1A","grey"
"PTOV1-AS2","pink"
"RSBN1","red"
"PON3","brown"
"TMEM35B","green"
"RLIG1","red"
"LINC00342","pink"
"DLX5","brown"
"GPRASP3","turquoise"
"KRT81","turquoise"
"ELOVL2","grey"
"GLB1L2","tan"
"KANK3","brown"
"SECTM1","greenyellow"
"SOX2","turquoise"
"XYLT1","turquoise"
"PRPF40A","yellow"
"MYO1F","green"
"GOLGA8N","red"
"ATP5F1A","purple"
"LOC103344931","grey"
"CATSPERH","turquoise"
"ATRNL1","turquoise"
"TRIM66","turquoise"
"PPP1R37","blue"
"MORN1","turquoise"
"SAXO6","red"
"RBMX","yellow"
"HIPK2","blue"
"KSR1","turquoise"
"IRF2BP1","grey"
"ZNF276","grey"
"EMID1","turquoise"
"TCHH","brown"
"IPO9","magenta"
"PENK","turquoise"
"HOMER1","pink"
"NGDN","red"
"PTPRA","blue"
"SPRR1A","brown"
"RSAD2","lightcyan"
"CFH","brown"
"RPSA","salmon"
"ABHD5","brown"
"CACTIN","turquoise"
"IRAK3","turquoise"
"TMEM223","grey"
"STARD5","brown"
"OLIG2","turquoise"
"ARHGAP33","turquoise"
"IQSEC3","turquoise"
"GTPBP3","turquoise"
"CLMN","red"
"NSUN5P2","midnightblue"
"HOXA5","turquoise"
"GRIK2","grey"
"PRPH","turquoise"
"DUSP7","brown"
"STIMATE","grey"
"RBM8A","red"
"DNAJC24","red"
"ZNF250","grey"
"EEF1AKMT3","grey"
"OAZ3","turquoise"
"DCBLD2","turquoise"
"SAMD14","turquoise"
"COL11A2","turquoise"
"SERPINA4","turquoise"
"PYROXD1","red"
"POLR2E","blue"
"PMS2P5","red"
"THSD7A","turquoise"
"MRPL23","blue"
"ENTREP1","turquoise"
"FRRS1L","turquoise"
"MYBL1","yellow"
"WHAMMP3","turquoise"
"LRRC15","cyan"
"TBC1D30","turquoise"
"NKG7","green"
"ZNF20","turquoise"
"CUX2","brown"
"SST","turquoise"
"TTBK2","pink"
"RAP2B","magenta"
"STUM","turquoise"
"AGFG1","yellow"
"MAP3K9","turquoise"
"EXPH5","brown"
"HLA-A","green"
"ZNF23","red"
"ERC2","grey"
"MEGF6","brown"
"TWIST1","grey"
"KRT20","turquoise"
"FAM169A","grey"
"MYOZ3","turquoise"
"RPGRIP1L","red"
"C10orf95-AS1","turquoise"
"CHD5","turquoise"
"RALYL","grey"
"RABL3","brown"
"ADAMTSL3","turquoise"
"LYZ","green"
"MTSS2","turquoise"
"SETD4","pink"
"YPEL1","blue"
"ENTREP2","grey"
"ATP9B","brown"
"SOCS7","turquoise"
"GRIP1","turquoise"
"TUBB2B","magenta"
"DGCR6L","turquoise"
"SLC25A42","grey"
"CRYBG3","brown"
"ZAP70","green"
"CCL8","green"
"LIAS","grey"
"CD7","green"
"TMSB15B","turquoise"
"DOK2","green"
"MYCL","brown"
"IFI44","lightcyan"
"TBC1D31","yellow"
"NFKBIB","blue"
"BEAN1","grey"
"ACSM2A","brown"
"ATP10B","brown"
"GFOD2","brown"
"MEIS3P1","grey"
"PAK3","turquoise"
"PLXDC1","turquoise"
"MYBPC1","turquoise"
"FUT3","turquoise"
"SHMT2","yellow"
"BTBD8","turquoise"
"PDE4DIPP2","turquoise"
"RAP2A","yellow"
"NPEPPSP1","pink"
"LSP1P5","brown"
"RFPL1S","turquoise"
"NOP14-AS1","turquoise"
"DAGLA","grey"
"TXLNGY","grey"
"MUC6","turquoise"
"CRACDL","grey"
"CLDN18","turquoise"
"ZNF79","turquoise"
"ARID4B","red"
"ZG16","turquoise"
"PPBP","grey"
"MROH7","green"
"ITFG2","turquoise"
"CCPG1","black"
"MYRIP","turquoise"
"PRDM10","turquoise"
"ASXL3","turquoise"
"U2AF2","blue"
"MAN1C1","green"
"TKTL1","grey"
"HCG26","green"
"DIS3","red"
"SFTPD","brown"
"PRODH","brown"
"PACRG","turquoise"
"PPIL6","turquoise"
"KLHL35","grey"
"XIST","turquoise"
"ALMS1","pink"
"DNAH7","turquoise"
"PRSS53","brown"
"DNAH17","turquoise"
"GDF7","turquoise"
"MAN1A2","pink"
"SERHL2","turquoise"
"DTNB","turquoise"
"MAGEA4","grey"
"ATP10A","magenta"
"ITGA8","brown"
"CADM4","grey"
"SLC49A3","turquoise"
"H2AC18","grey"
"IZUMO4","turquoise"
"MUC5AC","turquoise"
"RPS9","salmon"
"ALOX12P2","turquoise"
"ATXN7L1","turquoise"
"TACR2","turquoise"
"CTAGE15","turquoise"
"C1orf105","turquoise"
"MTERF4","grey"
"TPM3","grey"
"TSSK2","turquoise"
"ERN2","turquoise"
"CTRL","turquoise"
"SEPTIN7P11","turquoise"
"UNC93A","brown"
"SLC5A12","turquoise"
"BCAT1","green"
"IRGC","turquoise"
"INSL3","turquoise"
"PAX1","turquoise"
"RFPL3S","turquoise"
"TRPM1-AS1","turquoise"
"CTRB2","turquoise"
"H2AB3","turquoise"
"HRG-AS1","turquoise"
"CT62","turquoise"
"CYP2C9","turquoise"
"NOP2","blue"
"MTMR6","black"
"GLA","magenta"
"GMPS","yellow"
"ATP1A3","turquoise"
"SELENBP1","brown"
"HSPA12A","grey"
"RALA","yellow"
"FBXL2","turquoise"
"HLX","grey"
"NAT1","grey"
"PIAS2","grey"
"ELL2","brown"
"ETS1","green"
"CTSW","green"
"TFAP2B","brown"
"ADAMTS2","turquoise"
"H2BC4","grey"
"HOXA2","grey"
"TRAF3IP1","grey"
"LSAMP","grey"
"H4C12","yellow"
"ORM2","turquoise"
"GJA5","turquoise"
"GPR65","green"
"MYH6","grey"
"H2AC8","grey"
"KLRB1","green"
"LHB","pink"
"H3C4","grey"
"PMS2P3","midnightblue"
"PRKAB2","turquoise"
"TFF2","turquoise"
"MLLT1","grey"
"SPP2","turquoise"
"GFRA3","turquoise"
"ETV3","turquoise"
"H2AC17","grey"
"ZBTB25","turquoise"
"ARFIP1","black"
"ODF1","turquoise"
"FSHB","turquoise"
"ARSF","turquoise"
"SSTR3","turquoise"
"PATJ","brown"
"CACNG2","turquoise"
"NHLH2","turquoise"
"ASIP","turquoise"
"H2BC11","grey"
"ABO","turquoise"
"ACKR5","turquoise"
"H3C11","turquoise"
"GPR20","turquoise"
"FCGR1BP","green"
"OR1E1","turquoise"
"H4C2","turquoise"
"KRTAP5-9","turquoise"
"PDHA2","turquoise"
"RLN2","turquoise"
"FOXC2","turquoise"
"HES2","turquoise"
"H2AC7","grey"
"CEBPE","grey"
"GHRH","grey"
"PMS2P1","turquoise"
"TSHB","turquoise"
"POU5F1B","turquoise"
"CMA1","brown"
"H1-5","turquoise"
"SLURP1","brown"
"H1-3","grey"
"SERPINB10","turquoise"
"H2BC17","grey"
"H2AC13","grey"
"P2RY11","green"
"ADCY10","turquoise"
"ARPP19","yellow"
"H2AC16","grey"
"SSTR5","turquoise"
"SSTR4","turquoise"
"PTTG2","grey"
"GPR12","turquoise"
"FPR3","turquoise"
"LILRP2","turquoise"
"H4C13","turquoise"
"SMR3A","turquoise"
"XCL2","green"
"TPSD1","turquoise"
"IFNA5","turquoise"
"POM121L1P","turquoise"
"FGF3","turquoise"
"AZU1","grey"
"KRT36","grey"
"TNFRSF21","grey"
"DDI2","red"
"ACACB","turquoise"
"VPS52","turquoise"
"COL8A1","turquoise"
"KLHL4","turquoise"
"ATP8B1","pink"
"CHRM3","grey"
"SSTR2","turquoise"
"CLDN8","brown"
"IVL","brown"
"TEAD1","grey"
"TPH1","turquoise"
"COL4A4","turquoise"
"MAGEA2","grey"
"HOXD11","pink"
"CMKLR2","pink"
"TSPAN2","grey"
"EYA1","grey"
"PHOX2A","grey"
"CYP11B1","turquoise"
"MAGEA6","grey"
"GPR3","turquoise"
"MNX1","blue"
"P2RY10","green"
"H3C6","turquoise"
"PRF1","green"
"GYS2","turquoise"
"CYP21A2","turquoise"
"FBXW4P1","turquoise"
"UPK1A","brown"
"EPX","turquoise"
"NHLH1","turquoise"
"CYP11B2","turquoise"
"ZBTB33","black"
"SOX3","turquoise"
"H4C9","turquoise"
"CLDN9","turquoise"
"CALCB","grey"
"OSM","turquoise"
"HOXA1","grey"
"COL4A3","turquoise"
"MAGEA5P","grey"
"H2AC15","turquoise"
"H3C12","turquoise"
"DRD1","turquoise"
"GPR6","grey"
"MYO1C","blue"
"NEAT1","pink"
"ITGA1","red"
"NOP14","salmon"
"WDR43","yellow"
"IREB2","grey"
"SPRYD7","grey"
"ZKSCAN1","blue"
"USP19","turquoise"
"MUC3B","turquoise"
"PKD1P6-NPIPP1","red"
"CLK1","red"
"ZNF266","pink"
"TAF1B","yellow"
"MINDY2","purple"
"JRK","turquoise"
"MIR22HG","brown"
"RIF1","yellow"
"MAN2B2","grey"
"CCNB1","yellow"
"GATC","yellow"
"SNX29P2","pink"
"ZNF394","blue"
"ZNF160","pink"
"BMP2K","green"
"LINC01963","grey"
"SLC46A3","green"
"CDC42EP4","brown"
"NOTCH2NLA","pink"
"ANKRD36","pink"
"DIXDC1","grey"
"SBSPON","grey"
"POLR1F","grey"
"SP1","grey"
"YIPF1","grey"
"IPCEF1","brown"
"LRCH3","red"
"POLR2J3","pink"
"ZNF131","red"
"CEP131","blue"
"PLCH1","turquoise"
"ARMCX6","grey"
"PLAC4","turquoise"
"ZNF468","red"
"TET3","turquoise"
"UAP1L1","magenta"
"PMS2P2","blue"
"DCAF4","turquoise"
"ZNF337","turquoise"
"ZNF423","brown"
"ATP6V1G2","turquoise"
"ACOT11","turquoise"
"RRP15","yellow"
"NAAA","turquoise"
"AHCTF1","midnightblue"
"HSPB6","turquoise"
"IGKV2D-28","green"
"KIAA1549L","magenta"
"TIPRL","midnightblue"
"TOX3","turquoise"
"N4BP3","turquoise"
"IGKV4-1","green"
"MEGF8","blue"
"SHANK1","turquoise"
"MAP3K1","grey"
"DENND4A","red"
"DDN","turquoise"
"SP140L","green"
"TRMT9B","turquoise"
"CDK18","grey"
"TOR1AIP2","grey"
"PLXDC2","brown"
"TRIM56","blue"
